Gene,Strain,Gene_Name,p_val_LRT,FDR_LRT,seed_ortholog,evalue,score,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,BRITE,PFAMs
OG0010732,GIFTW,LOC100707990,0.0398472685825795,0.277198390139683,8128.ENSONIP00000006200,0,1559,"COG5640@1|root,KOG3627@2759|Eukaryota,38BRI@33154|Opisthokonta,3B9R0@33208|Metazoa,3CTQC@33213|Bilateria,4806U@7711|Chordata,48ZPU@7742|Vertebrata,49PSH@7898|Actinopterygii",W,Belongs to the peptidase S1 family,C2,"GO:0001848,GO:0002250,GO:0002252,GO:0002253,GO:0002376,GO:0002443,GO:0002449,GO:0002455,GO:0002460,GO:0002673,GO:0002682,GO:0002684,GO:0002697,GO:0002920,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006956,GO:0006957,GO:0006958,GO:0006959,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008283,GO:0009719,GO:0009725,GO:0010033,GO:0010468,GO:0016020,GO:0016064,GO:0016787,GO:0017171,GO:0019222,GO:0019538,GO:0019724,GO:0030100,GO:0030162,GO:0030449,GO:0031347,GO:0032101,GO:0032879,GO:0042221,GO:0043170,GO:0044238,GO:0044421,GO:0044464,GO:0045087,GO:0045807,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050727,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051171,GO:0051246,GO:0060255,GO:0060627,GO:0065007,GO:0070011,GO:0070613,GO:0071704,GO:0071944,GO:0072376,GO:0080090,GO:0080134,GO:0097066,GO:0140096,GO:1901564,GO:1903317,GO:2000257,GO:2000425,GO:2000427","ko:K01332,ko:K01335","ko04610,ko05133,ko05150,ko05322,map04610,map05133,map05150,map05322",-,-,"ko00000,ko00001,ko01000,ko01002","Sushi,Trypsin,VWA"
OG0012107,GIFTW,LOC102079592,0.00381356066117512,0.152542426447005,32507.XP_006802938.1,1.0899999999999998e-185,520,"2CYK4@1|root,2S4WF@2759|Eukaryota,39V4C@33154|Opisthokonta,3BSPP@33208|Metazoa,3DA6T@33213|Bilateria,48G9M@7711|Chordata,49D5Z@7742|Vertebrata,4A4CA@7898|Actinopterygii",T,"Lymphotoxin beta receptor (TNFR superfamily, member 3)",LTBR,-,"ko:K03159,ko:K03160","ko04060,ko04064,ko04066,ko04514,ko04620,ko04672,ko05144,ko05145,ko05166,ko05169,ko05202,ko05203,ko05310,ko05320,ko05322,ko05330,ko05340,ko05416,map04060,map04064,map04066,map04514,map04620,map04672,map05144,map05145,map05166,map05169,map05202,map05203,map05310,map05320,map05322,map05330,map05340,map05416",-,-,"ko00000,ko00001,ko04050,ko04090,ko04516",TNFR_c6
OG0017570,GIFTW,otc,0.0252054128066557,0.212568550417718,8128.ENSONIP00000017944,4.14e-258,707,"COG0448@1|root,KOG1504@2759|Eukaryota,38CHJ@33154|Opisthokonta,3BA1C@33208|Metazoa,3D2TT@33213|Bilateria,484AT@7711|Chordata,48XI9@7742|Vertebrata,49S4W@7898|Actinopterygii",E,Ornithine carbamoyltransferase,OTC,"GO:0000050,GO:0000052,GO:0001101,GO:0001889,GO:0003674,GO:0003824,GO:0004585,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006593,GO:0006807,GO:0007275,GO:0007494,GO:0007584,GO:0008150,GO:0008152,GO:0008289,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009084,GO:0009605,GO:0009719,GO:0009725,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0010243,GO:0014070,GO:0016020,GO:0016043,GO:0016053,GO:0016054,GO:0016597,GO:0016740,GO:0016741,GO:0016743,GO:0019240,GO:0019627,GO:0019752,GO:0019866,GO:0022607,GO:0031090,GO:0031406,GO:0031667,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032501,GO:0032502,GO:0032868,GO:0033273,GO:0034641,GO:0035295,GO:0036094,GO:0042221,GO:0042301,GO:0042450,GO:0042493,GO:0042592,GO:0043167,GO:0043168,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043434,GO:0043436,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046395,GO:0048513,GO:0048565,GO:0048731,GO:0048732,GO:0048856,GO:0048878,GO:0050801,GO:0050896,GO:0051259,GO:0051260,GO:0055081,GO:0055123,GO:0061008,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070206,GO:0070207,GO:0070781,GO:0071704,GO:0071840,GO:0071941,GO:0097272,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901652,GO:1901698,GO:1901700",ko:K00611,"ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230","M00029,M00844",R01398,"ko00000,ko00001,ko00002,ko01000","OTCace,OTCace_N"
OG0018324,GIFTW,atp6v1e1b,0.00342524762813286,0.152542426447005,8128.ENSONIP00000000026,1.97e-150,426,"COG1390@1|root,KOG1664@2759|Eukaryota,38FW0@33154|Opisthokonta,3BH96@33208|Metazoa,3D2E6@33213|Bilateria,4823S@7711|Chordata,48UYU@7742|Vertebrata,49RV6@7898|Actinopterygii",C,"ATPase, H -transporting, lysosomal, V1 subunit",ATP6V1E1,"GO:0000041,GO:0000221,GO:0001763,GO:0002009,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0005902,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007424,GO:0007430,GO:0008104,GO:0008150,GO:0008286,GO:0008324,GO:0008553,GO:0009653,GO:0009719,GO:0009725,GO:0009888,GO:0009894,GO:0009987,GO:0010033,GO:0010243,GO:0010506,GO:0012505,GO:0015031,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0015682,GO:0015833,GO:0015988,GO:0015991,GO:0016020,GO:0016241,GO:0016324,GO:0016462,GO:0016469,GO:0016471,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019829,GO:0019899,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0031090,GO:0031323,GO:0031329,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032868,GO:0032869,GO:0032870,GO:0032991,GO:0033036,GO:0033176,GO:0033178,GO:0033180,GO:0033181,GO:0033572,GO:0034220,GO:0035239,GO:0035295,GO:0036442,GO:0042221,GO:0042623,GO:0042625,GO:0042626,GO:0042886,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045176,GO:0045177,GO:0045184,GO:0048729,GO:0048731,GO:0048754,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051117,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0065007,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0071944,GO:0072512,GO:0090662,GO:0097708,GO:0098588,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098805,GO:0098858,GO:0099131,GO:0099132,GO:0120025,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902600",ko:K02150,"ko00190,ko01100,ko04145,ko04150,ko04721,ko04966,ko05110,ko05120,ko05323,map00190,map01100,map04145,map04150,map04721,map04966,map05110,map05120,map05323",M00160,-,"ko00000,ko00001,ko00002",vATP-synt_E
OG0019433,GIFTW,LOC102078004,0.0189532046856632,0.204331499804974,8128.ENSONIP00000012713,1.07e-212,637,"2CMEU@1|root,2QQ5W@2759|Eukaryota,38E7N@33154|Opisthokonta,3BF2D@33208|Metazoa,3CTMS@33213|Bilateria,480S2@7711|Chordata,48X2Z@7742|Vertebrata,4A295@7898|Actinopterygii",T,CD5 molecule-like,-,-,ko:K13912,"ko04970,map04970",-,-,"ko00000,ko00001",SRCR
OG0019774,GIFTW,yipf1,0.016276655946101,0.200328073182781,8128.ENSONIP00000023357,2.9399999999999993e-215,594,"KOG3114@1|root,KOG3114@2759|Eukaryota,38XN2@33154|Opisthokonta,3BJQP@33208|Metazoa,3CWJH@33213|Bilateria,48AJX@7711|Chordata,493GD@7742|Vertebrata,49W3J@7898|Actinopterygii",S,Yip1 domain family member 1,YIPF1,"GO:0000138,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005797,GO:0005802,GO:0012505,GO:0017016,GO:0017137,GO:0019899,GO:0030133,GO:0031267,GO:0031410,GO:0031982,GO:0031984,GO:0031985,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0051020,GO:0097708,GO:0098791",-,-,-,-,-,Yip1
OG0020084,GIFTW,wdr33,0.032427699307993,0.243117234129341,8128.ENSONIP00000017668,0,1453,"COG2319@1|root,KOG0284@2759|Eukaryota,38BFJ@33154|Opisthokonta,3BH5C@33208|Metazoa,3CUWY@33213|Bilateria,48A5G@7711|Chordata,49760@7742|Vertebrata,49UR9@7898|Actinopterygii",A,WD repeat domain 33,WDR33,"GO:0000003,GO:0000375,GO:0000377,GO:0000398,GO:0001650,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005847,GO:0005849,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006974,GO:0007276,GO:0007283,GO:0008104,GO:0008150,GO:0008152,GO:0008380,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0018130,GO:0019438,GO:0019953,GO:0022414,GO:0031123,GO:0031124,GO:0031503,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032774,GO:0032991,GO:0033036,GO:0033554,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0044703,GO:0045184,GO:0046483,GO:0046907,GO:0048232,GO:0048609,GO:0050657,GO:0050658,GO:0050896,GO:0051028,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0090304,GO:0090305,GO:0090501,GO:0097659,GO:1901360,GO:1901362,GO:1901576",ko:K15542,"ko03015,map03015",-,-,"ko00000,ko00001,ko03019","Collagen,WD40"
OG0022780,GIFTW,LOC106098946,0.0204331499804974,0.204331499804974,32507.XP_006810344.1,8.6e-132,380,"KOG4297@1|root,KOG4297@2759|Eukaryota,39Z2X@33154|Opisthokonta,3BNS0@33208|Metazoa,3D1AT@33213|Bilateria,48AZT@7711|Chordata,496RT@7742|Vertebrata,4A4CV@7898|Actinopterygii",TV,C-type lectin domain family 4 member,-,-,"ko:K10059,ko:K10064,ko:K17513","ko04918,ko05152,map04918,map05152",-,-,"ko00000,ko00001,ko04091",Lectin_C
OG0023357,GIFTW,LOC112841620,0.0198189716852185,0.204331499804974,8128.ENSONIP00000005926,1.11e-193,536,"28NGW@1|root,2QQUW@2759|Eukaryota,39W80@33154|Opisthokonta,3BJB9@33208|Metazoa,3D1XJ@33213|Bilateria,48A9F@7711|Chordata,49AQC@7742|Vertebrata,49W8V@7898|Actinopterygii",S,"One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell",-,-,ko:K07622,-,-,-,"ko00000,ko02000",Connexin
OG0023788,GIFTW,LOC100694310,0.0161008568484326,0.200328073182781,8153.XP_005920053.1,0,1242,"COG0733@1|root,KOG3660@2759|Eukaryota,3AH4A@33154|Opisthokonta,3BZHV@33208|Metazoa,3DFUA@33213|Bilateria,48HUA@7711|Chordata,49EA8@7742|Vertebrata,4A6Q9@7898|Actinopterygii",T,Sodium- and chloride-dependent GABA transporter 2-like,-,-,ko:K05039,-,-,-,"ko00000,ko02000",SNF
OG0025163,GIFTW,LOC112841617,0.0093387111482553,0.186774222965106,106582.XP_004554467.1,0,1389,"COG0515@1|root,KOG1027@2759|Eukaryota,39XHF@33154|Opisthokonta,3BCYF@33208|Metazoa,3D664@33213|Bilateria,4886R@7711|Chordata,492NE@7742|Vertebrata,49PTF@7898|Actinopterygii",T,Serine threonine-protein kinase,-,-,ko:K08852,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010",-,-,"ko00000,ko00001,ko01000,ko01001","Ank_2,Pkinase,Ribonuc_2-5A"
OG0025502,GIFTW,LOC102079921,2.97653307850452e-4,0.0476245292560723,32507.XP_006808614.1,1.3700000000000001e-117,362,"290TZ@1|root,2RB0C@2759|Eukaryota,39XIN@33154|Opisthokonta,3BBZ7@33208|Metazoa,3D0BM@33213|Bilateria,484UB@7711|Chordata,490VN@7742|Vertebrata",S,GTP binding,GIMAP8,"GO:0000002,GO:0000166,GO:0000266,GO:0001505,GO:0001659,GO:0001773,GO:0001775,GO:0001776,GO:0001817,GO:0001818,GO:0001819,GO:0001882,GO:0001883,GO:0001910,GO:0001912,GO:0002260,GO:0002274,GO:0002376,GO:0002520,GO:0002521,GO:0002573,GO:0002682,GO:0002683,GO:0002684,GO:0002694,GO:0002695,GO:0002696,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002712,GO:0002714,GO:0002715,GO:0002717,GO:0002718,GO:0002720,GO:0002727,GO:0002729,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0002889,GO:0002891,GO:0002920,GO:0002922,GO:0002923,GO:0002925,GO:0003674,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005811,GO:0006810,GO:0006839,GO:0006873,GO:0006874,GO:0006875,GO:0006996,GO:0007005,GO:0007006,GO:0007162,GO:0007204,GO:0007275,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009894,GO:0009895,GO:0009987,GO:0010522,GO:0010524,GO:0010941,GO:0010959,GO:0016020,GO:0016043,GO:0017076,GO:0019001,GO:0019216,GO:0019222,GO:0019725,GO:0019867,GO:0022407,GO:0022408,GO:0022409,GO:0030003,GO:0030097,GO:0030098,GO:0030099,GO:0030154,GO:0030155,GO:0030217,GO:0031090,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031341,GO:0031343,GO:0031347,GO:0031349,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032649,GO:0032689,GO:0032829,GO:0032831,GO:0032879,GO:0033955,GO:0035639,GO:0036094,GO:0042110,GO:0042269,GO:0042391,GO:0042592,GO:0042802,GO:0042981,GO:0043011,GO:0043029,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043269,GO:0043270,GO:0043370,GO:0043372,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045019,GO:0045088,GO:0045089,GO:0045321,GO:0045428,GO:0045580,GO:0045582,GO:0045586,GO:0045588,GO:0045589,GO:0045591,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045785,GO:0045833,GO:0045838,GO:0045954,GO:0046634,GO:0046635,GO:0046637,GO:0046638,GO:0046643,GO:0046645,GO:0046649,GO:0046902,GO:0048285,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0048869,GO:0048871,GO:0048872,GO:0048878,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050863,GO:0050865,GO:0050866,GO:0050867,GO:0050868,GO:0050870,GO:0050994,GO:0050995,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051249,GO:0051250,GO:0051251,GO:0051480,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060341,GO:0060548,GO:0061024,GO:0065007,GO:0065008,GO:0070228,GO:0070232,GO:0071840,GO:0072503,GO:0072507,GO:0080090,GO:0080134,GO:0090559,GO:0097028,GO:0097159,GO:0097367,GO:0098588,GO:0098771,GO:0098805,GO:1901265,GO:1901363,GO:1902105,GO:1902107,GO:1903037,GO:1903038,GO:1903039,GO:1903426,GO:1903427,GO:1903706,GO:1903708,GO:1904406,GO:2000026,GO:2000106,GO:2000377,GO:2000378,GO:2000514,GO:2000516",-,-,-,-,-,AIG1
OG0025523,GIFTW,LOC109198762,0.0146934617397105,0.200328073182781,8128.ENSONIP00000009926,2.46e-281,769,"KOG4297@1|root,KOG4297@2759|Eukaryota",S,carbohydrate binding,-,-,ko:K06560,"ko04145,ko05152,map04145,map05152",-,-,"ko00000,ko00001,ko04090,ko04091,ko04131",Lectin_C
OG0025901,GIFTW,LOC102080834,0.0261965002968215,0.212568550417718,303518.XP_005752698.1,0,1140,"COG4886@1|root,KOG4641@2759|Eukaryota,38EYJ@33154|Opisthokonta,3BIA8@33208|Metazoa,3CVNH@33213|Bilateria,47ZUZ@7711|Chordata,498G9@7742|Vertebrata,49XYU@7898|Actinopterygii",T,Toll-like receptor,-,-,ko:K18808,-,-,-,ko00000,"LRR_8,TIR"
OG0002000,AqAm,LOC106097356,1.4207599551037e-4,0.0158414734994062,8153.XP_005919526.1,4.7e-106,318,"2BRY5@1|root,2SR6W@2759|Eukaryota,38HVX@33154|Opisthokonta,3BI09@33208|Metazoa,3D1BJ@33213|Bilateria,48AZJ@7711|Chordata,492Y3@7742|Vertebrata",T,Immunoglobulin V-set domain,SIRPB2,-,"ko:K16826,ko:K16827",-,-,-,ko00000,V-set
OG0004293,AqAm,nol8,0.0422656596231016,0.372214027749192,32507.XP_006783024.1,0,1585,"KOG4365@1|root,KOG4365@2759|Eukaryota,38EGZ@33154|Opisthokonta,3BGM9@33208|Metazoa,3CW9M@33213|Bilateria,4872K@7711|Chordata,48XR8@7742|Vertebrata,49Z48@7898|Actinopterygii",A,Nucleolar protein,NOL8,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031974,GO:0031981,GO:0033036,GO:0033365,GO:0034097,GO:0034470,GO:0034504,GO:0034613,GO:0034641,GO:0034660,GO:0042221,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051179,GO:0051641,GO:0051716,GO:0070013,GO:0070727,GO:0070887,GO:0071310,GO:0071345,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1902570,GO:1990823,GO:1990830",-,-,-,-,-,RRM_1
OG0006525,AqAm,LOC112847430,0.0167627794866856,0.372214027749192,144197.XP_008286041.1,3.19e-154,461,"COG5059@1|root,KOG0239@2759|Eukaryota,38D7J@33154|Opisthokonta,3BABC@33208|Metazoa,3CTH1@33213|Bilateria,48AVS@7711|Chordata,49ESD@7742|Vertebrata",Z,"Kinesin motor, catalytic domain. ATPase.",-,-,ko:K10406,-,-,-,"ko00000,ko04812",Kinesin
OG0006781,AqAm,minar2,0.0140727355313358,0.372214027749192,8153.XP_005929051.1,1.91e-104,306,"2CEHK@1|root,2RZQB@2759|Eukaryota,394MA@33154|Opisthokonta,3BNI9@33208|Metazoa,3D4VW@33213|Bilateria,483JV@7711|Chordata,496QS@7742|Vertebrata,4A3QX@7898|Actinopterygii",S,KIAA1024-like,KIAA1024L,-,-,-,-,-,-,UPF0258
OG0008031,AqAm,LOC100697330,0.0284001025218718,0.372214027749192,106582.XP_004567730.1,0,1191,"KOG1179@1|root,KOG1179@2759|Eukaryota,38B7F@33154|Opisthokonta,3BA3X@33208|Metazoa,3CRF3@33213|Bilateria,483GM@7711|Chordata,48Y9M@7742|Vertebrata",I,pristanate-CoA ligase activity,SLC27A2,"GO:0000038,GO:0001561,GO:0001676,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004467,GO:0005102,GO:0005215,GO:0005319,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0005783,GO:0005788,GO:0005789,GO:0005829,GO:0005886,GO:0006082,GO:0006091,GO:0006605,GO:0006625,GO:0006629,GO:0006631,GO:0006635,GO:0006638,GO:0006639,GO:0006641,GO:0006642,GO:0006694,GO:0006699,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006886,GO:0006887,GO:0006955,GO:0006996,GO:0007031,GO:0008028,GO:0008104,GO:0008150,GO:0008152,GO:0008202,GO:0008206,GO:0008509,GO:0008514,GO:0008610,GO:0009056,GO:0009058,GO:0009062,GO:0009925,GO:0009987,GO:0010876,GO:0012505,GO:0012506,GO:0015031,GO:0015075,GO:0015245,GO:0015318,GO:0015645,GO:0015711,GO:0015718,GO:0015721,GO:0015833,GO:0015849,GO:0015850,GO:0015908,GO:0015909,GO:0015911,GO:0016020,GO:0016021,GO:0016042,GO:0016043,GO:0016053,GO:0016054,GO:0016192,GO:0016323,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0019395,GO:0019752,GO:0019899,GO:0022857,GO:0030141,GO:0030176,GO:0030258,GO:0030659,GO:0030667,GO:0031090,GO:0031224,GO:0031227,GO:0031231,GO:0031300,GO:0031301,GO:0031410,GO:0031903,GO:0031957,GO:0031974,GO:0031982,GO:0031984,GO:0032787,GO:0032940,GO:0032991,GO:0033036,GO:0033365,GO:0034220,GO:0034440,GO:0034613,GO:0035579,GO:0036230,GO:0042119,GO:0042175,GO:0042579,GO:0042581,GO:0042760,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0043574,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044539,GO:0044877,GO:0045055,GO:0045178,GO:0045184,GO:0045321,GO:0046394,GO:0046395,GO:0046486,GO:0046903,GO:0046907,GO:0046942,GO:0046943,GO:0046950,GO:0046951,GO:0047747,GO:0050197,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0055114,GO:0070013,GO:0070251,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072329,GO:0072330,GO:0072594,GO:0072662,GO:0072663,GO:0097089,GO:0097708,GO:0098588,GO:0098590,GO:0098656,GO:0098805,GO:0098827,GO:0099503,GO:1901360,GO:1901362,GO:1901568,GO:1901570,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1902001,GO:1902224,GO:1903825,GO:1905039","ko:K08746,ko:K08748,ko:K08749","ko00120,ko01100,ko03320,ko04146,ko04931,ko04976,map00120,map01100,map03320,map04146,map04931,map04976","M00104,M00106","R02794,R04507,R04580,R08733,R08738,R08743","ko00000,ko00001,ko00002,ko01000,ko01004,ko02000","AMP-binding,AMP-binding_C"
OG0008067,AqAm,pkp3a,1.2411875432062e-7,2.76784822134982e-5,8128.ENSONIP00000010404,0,1432,"KOG1048@1|root,KOG1048@2759|Eukaryota,38H59@33154|Opisthokonta,3BG19@33208|Metazoa,3CUNW@33213|Bilateria,485SH@7711|Chordata,494VX@7742|Vertebrata,49VE3@7898|Actinopterygii",TW,Plakophilin,PKP3,"GO:0001533,GO:0002159,GO:0002934,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005914,GO:0007043,GO:0007275,GO:0008104,GO:0008150,GO:0008219,GO:0008544,GO:0009888,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009913,GO:0009987,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0012501,GO:0016020,GO:0016043,GO:0019219,GO:0019222,GO:0019899,GO:0022607,GO:0030054,GO:0030057,GO:0030154,GO:0030216,GO:0030855,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0031424,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0034329,GO:0034330,GO:0034613,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043588,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045216,GO:0045294,GO:0045934,GO:0048513,GO:0048518,GO:0048519,GO:0048523,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050839,GO:0051171,GO:0051172,GO:0051179,GO:0051252,GO:0051253,GO:0051641,GO:0060255,GO:0060429,GO:0061013,GO:0065007,GO:0070013,GO:0070161,GO:0070268,GO:0070727,GO:0071840,GO:0071944,GO:0072657,GO:0072659,GO:0080090,GO:1902369,GO:1902373,GO:1903311,GO:1903312,GO:1990124,GO:1990778,GO:1990904",-,-,-,-,-,Arm
